Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10
Gene556	0	0	0	0	0	1	0	0	0	0
Gene557	19	5	4	5	4	10	14	3	15	10
Gene558	0	2	2	0	3	0	0	0	0	2
Gene559	8	12	15	16	3	5	1	10	0	19
Gene560	27	2	8	13	2	10	37	8	17	11
Gene561	27	51	5	11	7	11	9	8	12	7
Gene562	106	96	55	86	8	28	19	23	10	8
Gene563	41	16	21	42	2	16	2	21	8	3
Gene564	10	32	26	14	5	32	28	27	12	7
Gene565	5	9	1	3	1	6	0	10	12	12
Gene566	11	10	33	5	2	13	17	3	4	1
Gene567	0	0	0	2	0	0	0	1	0	0
Gene568	2	2	17	6	0	0	2	1	2	0
Gene569	18	2	7	6	2	2	0	5	0	0
Gene570	228	138	179	121	30	203	78	145	81	86
Gene571	106	74	52	105	8	37	62	78	62	44
Gene572	29	13	1	0	1	5	3	26	4	2
Gene573	4	9	3	0	0	0	0	0	2	0
Gene574	5	0	0	2	0	0	30	7	23	3
Gene575	4	13	2	13	2	0	0	2	0	0
Gene576	10	6	2	6	0	1	1	0	9	7
Gene577	30	35	26	14	0	68	34	64	109	2
Gene578	2	0	5	0	0	1	5	0	2	3
Gene579	4	13	2	7	0	13	7	18	17	4
Gene580	24	54	13	8	1	38	25	181	75	44
Gene581	0	3	1	7	1	1	5	0	0	2
Gene582	5	2	0	9	0	0	3	0	3	0
Gene583	31	57	11	12	0	17	8	60	46	14
Gene584	29	19	54	15	1	33	47	42	53	41
Gene585	13	8	28	2	2	5	2	3	3	2
Gene586	1	1	0	2	5	0	1	2	1	1
Gene587	53	18	31	25	3	13	35	10	12	3
Gene588	1	0	2	0	0	0	0	0	0	0
Gene589	58	58	28	43	3	163	215	157	415	249
Gene590	15	3	10	0	0	5	23	10	10	21
Gene591	29	20	9	31	1	15	73	37	14	40
Gene592	89	41	42	30	6	31	32	56	40	12
Gene593	11	18	5	10	1	28	12	54	18	12
Gene594	0	2	1	10	0	0	3	0	0	0
Gene595	79	112	112	19	21	24	11	16	25	11
Gene596	26	28	23	5	1	7	29	19	31	21
Gene597	333	178	191	38	13	57	41	68	68	24
Gene598	56	11	13	27	5	28	28	17	54	34
Gene599	124	98	116	103	22	17	26	6	24	36
Gene600	0	6	5	5	0	2	0	5	14	0
Gene601	195	138	139	149	8	210	102	310	135	141
Gene602	3	7	2	3	2	1	3	1	1	3
Gene603	134	147	129	60	24	628	209	266	324	113
Gene604	435	284	281	349	75	2110	3158	2148	1851	533
Gene605	33	0	0	4	1	1	5	3	3	3
Gene606	85	136	71	90	6	21	19	32	28	20
Gene607	13	3	6	3	5	4	7	5	1	4
Gene608	146	146	67	90	11	55	27	108	56	45
Gene609	50	26	33	24	6	102	111	59	141	60
Gene610	109	42	102	54	13	49	45	55	64	29
Gene611	67	54	66	51	13	49	54	82	50	88
Gene612	22	9	17	22	1	15	14	12	8	18
Gene613	18	9	3	11	0	0	4	0	0	1
Gene614	83	132	89	82	9	96	88	375	224	160
Gene615	0	3	0	5	0	3	1	33	5	2
Gene616	28	7	8	7	7	2	16	17	12	5
Gene617	29	17	30	15	2	30	67	67	109	125
Gene618	3	5	3	9	3	8	7	15	3	7
Gene619	43	25	23	33	12	15	12	17	21	13
Gene620	53	130	125	78	6	54	76	125	33	78
Gene621	30	29	36	44	1	93	34	72	76	34
Gene622	3	2	0	0	0	0	5	1	9	6
Gene623	42	61	80	71	20	138	168	113	182	154
Gene624	36	11	32	30	0	15	14	16	14	1
Gene625	26	5	2	7	0	52	10	121	52	72
Gene626	10	0	1	0	0	29	18	26	42	36
Gene627	6	15	0	1	0	15	5	23	8	34
Gene628	2	9	1	0	0	14	0	0	8	3
Gene629	463	319	169	307	30	184	98	153	199	136
Gene630	108	52	91	54	25	143	138	231	307	91
Gene631	1	7	3	0	0	7	0	20	3	18
Gene632	42	67	14	22	4	203	172	347	167	91
Gene633	284	99	230	139	25	680	152	418	399	323
Gene634	323	308	330	114	42	902	489	1427	479	495
Gene635	22	61	72	19	9	10	11	9	11	9
Gene636	12	9	4	16	5	14	4	8	3	14
Gene637	322	506	342	233	46	355	121	652	430	335
Gene638	25	3	18	5	0	26	6	1	6	2
Gene639	67	88	83	26	7	5	2	1	8	5
Gene640	34	14	35	1	0	39	43	63	68	87
Gene641	16	27	27	12	12	14	12	10	17	23
Gene642	148	64	96	85	42	65	39	61	37	55
Gene643	1	3	8	5	0	4	2	6	1	2
Gene644	0	3	5	2	0	18	0	2	31	4
Gene645	4	16	6	2	2	1	1	4	2	6
Gene646	1	5	10	4	1	18	10	10	21	7
Gene647	0	0	3	0	0	1	0	7	0	0
Gene648	240	230	259	269	71	326	308	433	609	609
Gene649	195	229	216	150	31	227	108	103	181	76
Gene650	0	17	2	0	0	0	0	3	0	8
Gene651	5	10	5	4	3	4	4	8	2	6
Gene652	7	22	7	29	1	0	4	1	3	1
Gene653	0	1	1	4	0	2	1	3	0	0
Gene654	10	0	0	3	4	0	3	1	5	0
Gene655	77	70	92	99	14	27	20	36	28	28
Gene656	32	20	27	17	0	30	5	24	44	31
Gene657	762	903	1102	411	85	460	551	699	587	623
Gene658	38	13	6	52	0	6	2	0	17	1
Gene659	13	1	10	4	0	1	2	29	1	5
Gene660	4	16	9	25	0	4	1	7	2	3
Gene661	10	1	11	4	0	8	15	3	4	2
Gene662	2	0	1	1	0	5	2	1	6	8
Gene663	0	2	0	0	0	19	2	1	3	1
Gene664	5	1	0	1	0	2	0	1	4	4
Gene665	8	38	6	11	2	7	12	14	6	8
Gene666	1	8	2	8	0	16	4	25	9	14
Gene667	5	9	11	6	0	0	1	2	1	0
Gene668	44	49	17	5	7	7	24	71	43	36
Gene669	69	40	42	43	8	26	30	203	97	107
Gene670	130	152	142	181	57	84	77	81	82	60
Gene671	0	0	3	0	0	0	1	0	8	2
Gene672	27	32	14	13	0	53	6	36	29	37
Gene673	18	6	0	12	0	24	17	16	18	12
Gene674	24	6	20	11	2	5	13	12	4	9
Gene675	286	243	208	239	17	20	21	33	34	28
Gene676	231	132	121	123	41	923	381	778	469	461
Gene677	0	0	1	0	0	0	0	0	0	0
Gene678	62	42	78	12	6	6	9	11	21	12
Gene679	33	15	50	67	5	51	89	125	41	101
Gene680	2	9	13	3	3	41	3	22	34	15
Gene681	7	5	5	10	0	6	2	29	7	3
Gene682	6	6	9	7	0	4	2	8	4	1
Gene683	28	13	15	20	4	9	5	50	10	33
Gene684	29	6	25	32	17	17	2	1	15	6
Gene685	3	7	1	0	0	10	3	3	2	2
Gene686	47	17	6	23	1	18	20	20	48	14
Gene687	26	21	46	51	15	23	4	9	5	11
Gene688	94	96	124	49	17	49	25	55	60	29
Gene689	10	6	9	28	0	5	2	5	0	2
Gene690	6	2	0	17	0	3	1	1	0	5
Gene691	83	64	59	25	7	76	52	43	29	33
Gene692	7	30	21	69	3	104	41	80	122	67
Gene693	42	8	36	1	2	30	4	13	13	15
Gene694	4	4	14	0	0	0	1	7	1	0
Gene695	213	244	112	133	10	221	508	502	429	261
Gene696	18	2	2	0	2	1	0	2	0	3
Gene697	6	19	8	48	2	57	12	81	121	18
Gene698	5	28	11	3	6	10	4	7	10	3
Gene699	3	12	0	0	0	2	1	29	25	0
Gene700	58	33	79	59	5	11	24	38	56	46
Gene701	5	18	11	1	0	1	3	8	2	0
Gene702	2	0	6	1	0	0	0	1	0	0
Gene703	66	139	124	51	3	748	598	477	765	403
Gene704	5	1	2	11	6	20	34	39	17	18
Gene705	8	2	6	27	3	0	0	0	3	2
Gene706	24	4	14	14	1	28	31	9	35	6
Gene707	0	0	6	0	1	0	13	32	29	20
Gene708	9	8	18	56	1	37	44	52	12	18
Gene709	0	0	3	0	0	3	3	4	0	1
Gene710	0	3	10	0	0	6	0	3	6	0
Gene711	9	0	0	0	0	6	1	0	10	36
Gene712	0	0	0	2	0	0	0	0	0	1
Gene713	38	28	28	24	3	7	7	13	12	6
Gene714	77	82	88	83	12	43	31	17	47	36
Gene715	42	34	21	16	10	28	11	15	6	16
Gene716	18	13	9	42	0	17	14	24	14	15
Gene717	9	2	9	17	5	1	0	0	4	2
Gene718	1	0	3	2	0	30	7	61	16	4
Gene719	98	107	39	68	6	152	99	266	80	178
Gene720	11	6	9	4	19	5	4	3	1	12
Gene721	71	159	157	94	14	95	84	147	117	117
Gene722	9	2	6	4	0	5	14	49	0	15
Gene723	44	22	92	66	11	8	9	15	5	8
Gene724	0	1	7	0	0	6	0	0	5	0
Gene725	26	7	5	16	0	28	10	12	31	16
Gene726	3	8	1	3	0	8	0	3	2	0
Gene727	4	10	2	5	0	4	3	4	3	1
Gene728	76	33	54	31	16	112	44	118	150	101
Gene729	32	12	29	37	1	136	57	114	204	161
Gene730	54	30	47	51	9	11	8	27	7	19
Gene731	11	13	1	16	0	5	3	3	3	3
Gene732	104	35	149	36	29	102	39	52	113	86
Gene733	40	29	23	11	3	6	19	68	35	18
Gene734	9	4	14	5	1	0	8	0	5	4
Gene735	35	42	25	31	4	157	95	329	218	118
Gene736	149	75	81	57	15	40	71	95	151	43
Gene737	0	0	3	0	0	0	0	0	1	1
Gene738	6	0	4	1	0	0	0	0	0	0
Gene739	0	1	2	2	8	0	7	0	0	0
Gene740	6	9	7	17	0	3	15	36	16	6
Gene741	56	61	26	21	13	4	6	16	13	1
Gene742	7	0	0	1	0	0	0	0	0	0
Gene743	14	3	0	3	0	7	0	4	35	6
Gene744	10	14	2	15	0	0	5	3	2	0
Gene745	21	2	18	7	0	26	5	7	4	5
Gene746	57	81	68	21	4	58	83	98	123	68
Gene747	38	16	21	16	2	41	13	19	71	40
Gene748	1	0	1	1	0	16	6	4	3	4
Gene749	19	2	3	15	3	8	32	27	28	12
Gene750	2	0	0	0	0	0	0	0	0	0
Gene751	22	33	13	10	3	5	4	7	1	1
Gene752	63	75	63	16	24	130	61	60	64	94
Gene753	115	155	116	100	36	231	257	819	604	315
Gene754	1	0	0	4	0	0	0	2	1	3
Gene755	57	28	45	48	8	5	3	2	4	3
Gene756	3	0	17	1	11	2	3	15	13	12
Gene757	92	15	75	14	15	23	25	37	38	63
Gene758	16	22	25	0	0	7	2	5	20	5
Gene759	11	12	10	8	2	7	19	54	15	24
Gene760	37	52	23	51	3	132	173	88	131	61
Gene761	23	11	5	19	2	32	11	56	16	36
Gene762	67	19	11	3	4	14	21	34	8	5
Gene763	14	18	16	5	0	37	11	104	100	32
Gene764	23	0	6	8	0	3	2	13	15	21
Gene765	0	0	0	0	0	2	1	0	4	0
Gene766	1	0	1	0	0	0	0	0	0	0
Gene767	46	61	64	32	6	14	13	9	7	17
Gene768	27	8	7	27	4	12	6	14	16	8
Gene769	8	9	42	32	0	20	16	29	30	15
Gene770	62	57	50	49	19	16	31	44	57	39
Gene771	2	3	5	4	3	3	1	1	5	3
Gene772	0	14	3	1	2	4	4	11	2	3
Gene773	9	22	0	5	3	0	0	3	0	2
Gene774	0	0	0	7	3	0	0	0	0	0
Gene775	15	8	0	4	4	8	9	28	6	0
Gene776	0	1	0	0	0	0	0	0	0	0
Gene777	36	12	56	18	6	25	11	100	25	25
Gene778	11	5	6	3	4	0	2	1	1	3
Gene779	13	27	26	55	0	0	1	1	1	3
Gene780	52	15	41	25	13	12	26	11	24	9
Gene781	20	5	19	22	4	12	12	4	8	11
Gene782	24	15	38	18	2	20	13	13	7	7
Gene783	14	14	21	13	5	18	11	35	22	9
Gene784	85	48	39	32	4	10	12	12	10	8
Gene785	6	30	2	4	0	1	19	9	19	4
Gene786	74	39	92	23	2	21	89	61	36	32
Gene787	16	12	8	17	1	1	2	5	8	1
Gene788	20	45	20	34	18	40	37	44	38	24
Gene789	44	43	3	9	1	11	18	26	16	17
Gene790	1	21	5	3	3	16	32	71	15	20
Gene791	9	5	14	16	4	1	3	0	0	2
Gene792	25	37	69	32	6	20	31	50	50	49
Gene793	4	4	0	3	0	19	1	6	32	6
Gene794	4	0	13	3	5	11	3	38	6	11
Gene795	10	5	12	6	2	49	5	5	19	6
Gene796	97	140	65	55	6	82	66	225	77	95
Gene797	13	17	4	2	2	17	23	16	24	14
Gene798	35	17	12	20	10	326	64	33	83	56
Gene799	32	19	7	5	0	11	9	9	10	5
Gene800	15	29	11	4	0	5	57	50	18	84
Gene801	29	4	23	34	0	79	41	25	71	34
Gene802	5	0	11	0	0	3	9	3	37	0
Gene803	43	37	8	23	0	24	51	58	34	71
Gene804	4	2	16	10	0	45	5	49	58	26
Gene805	2	3	6	0	2	49	21	15	51	13
Gene806	0	0	0	0	0	0	1	1	0	0
Gene807	2	15	3	9	0	0	0	0	0	0
Gene808	2	0	6	4	3	0	0	1	0	2
Gene809	0	13	9	1	0	4	0	15	0	0
Gene810	54	43	94	34	10	115	94	208	141	125
Gene811	92	76	37	39	8	208	132	208	106	91
Gene812	22	10	1	30	0	3	1	4	0	1
Gene813	6	4	9	6	0	2	26	30	10	10
Gene814	64	64	74	30	4	382	458	521	665	519
Gene815	19	14	18	13	4	29	42	26	44	19
Gene816	0	0	0	7	0	0	0	0	0	0
Gene817	0	14	15	18	5	1	1	4	1	7
Gene818	41	57	59	73	36	1009	560	925	1479	766
Gene819	30	9	0	26	7	5	1	4	0	2
Gene820	141	73	47	80	21	68	84	205	216	112
Gene821	164	47	84	75	18	23	9	23	23	23
Gene822	11	10	3	3	3	0	1	19	1	10
Gene823	35	10	7	18	3	5	9	4	1	1
Gene824	4	35	25	16	3	0	3	4	6	6
Gene825	200	40	78	95	15	102	26	91	63	24
Gene826	13	1	4	0	0	7	13	50	12	7
Gene827	105	70	37	132	9	81	164	101	171	152
Gene828	46	42	8	9	2	7	13	23	39	5
Gene829	13	2	5	3	0	1	1	0	1	0
Gene830	14	81	20	57	6	9	17	7	9	15
Gene831	59	25	83	62	11	43	23	21	42	49
Gene832	8	15	41	13	3	40	28	112	47	23
Gene833	184	108	116	72	28	36	30	73	32	22
Gene834	5	14	0	0	3	2	2	0	3	2
Gene835	6	15	36	14	2	21	6	9	13	6
Gene836	94	45	93	59	23	133	73	205	79	78
Gene837	191	55	179	98	42	37	62	55	42	36
Gene838	21	1	1	2	2	0	0	3	0	3
Gene839	18	38	16	21	0	7	2	8	6	1
Gene840	16	9	10	2	1	19	9	11	7	9
Gene841	3	7	3	0	3	13	8	51	1	3
Gene842	3	6	5	3	0	11	7	50	8	8
Gene843	6	17	5	2	1	3	6	8	5	5
Gene844	19	27	17	10	1	141	73	193	133	58
Gene845	13	14	15	17	0	6	16	16	3	4
Gene846	35	17	7	9	2	9	51	22	67	35
Gene847	115	87	48	67	3	23	26	47	35	31
Gene848	100	76	123	68	18	249	196	476	245	147
Gene849	34	29	71	28	0	32	28	30	59	5
Gene850	1	1	9	5	0	0	10	17	1	5
Gene851	1	8	4	5	0	18	9	4	5	18
Gene852	40	47	74	43	5	39	39	29	45	23
Gene853	32	33	60	35	3	52	17	73	77	60
Gene854	50	84	96	55	22	43	78	82	58	32
Gene855	0	2	1	0	2	20	10	3	7	0
Gene856	11	7	20	20	6	15	11	49	40	17
Gene857	1	0	3	8	0	7	8	6	5	8
Gene858	4	12	7	0	3	1	0	1	0	0
Gene859	8	0	0	13	0	0	0	1	1	1
Gene860	6	12	1	1	2	0	2	0	0	5
Gene861	6	29	3	3	3	0	0	0	3	3
Gene862	0	0	0	0	0	3	2	0	8	3
Gene863	0	8	1	11	0	0	0	0	0	0
Gene864	76	106	42	80	15	27	7	30	34	5
Gene865	30	18	5	28	0	4	0	0	0	1
Gene866	165	97	87	62	27	32	17	15	24	17
Gene867	0	9	3	3	0	1	4	0	12	0
Gene868	43	10	10	12	16	5	6	6	2	2
Gene869	134	86	148	211	16	489	305	777	673	263
Gene870	92	22	31	29	6	41	19	9	21	17
Gene871	10	12	3	5	4	3	9	11	5	6
Gene872	53	53	25	27	4	50	16	27	35	47
Gene873	75	48	38	18	9	23	58	109	69	55
Gene874	0	0	0	1	0	0	2	70	0	0
Gene875	34	15	9	13	0	2	3	5	6	8
Gene876	23	5	2	4	0	2	7	4	5	4
Gene877	123	68	106	231	21	129	59	143	148	67
Gene878	597	115	391	120	74	203	59	107	92	164
Gene879	74	64	53	70	3	62	18	29	14	23
Gene880	74	35	36	14	0	42	27	77	18	11
Gene881	76	23	18	16	8	44	25	146	86	38
Gene882	339	459	404	242	34	645	463	571	526	277
Gene883	84	75	62	61	25	134	126	403	459	203
Gene884	3	3	12	23	2	32	18	24	13	19
Gene885	117	51	71	49	9	37	50	27	48	51
Gene886	344	144	39	138	19	118	59	114	90	89
Gene887	8	31	6	26	6	9	20	18	22	22
Gene888	8	4	9	0	0	11	1	20	20	8
Gene889	124	78	53	39	20	18	10	12	23	8
Gene890	21	73	48	12	8	4	15	12	6	8
Gene891	2	5	20	1	0	1	1	5	6	3
Gene892	204	111	77	77	14	199	68	197	180	83
Gene893	4	2	2	1	0	1	5	0	2	10
Gene894	16	1	0	3	0	1	1	4	3	1
Gene895	21	37	19	27	6	29	10	42	23	23
Gene896	11	1	4	5	0	13	1	0	7	22
Gene897	0	1	1	1	1	4	1	6	0	3
Gene898	6	0	3	2	1	4	1	13	0	1
Gene899	69	108	77	48	9	37	38	96	62	42
Gene900	49	46	12	5	2	26	5	15	18	12
Gene901	17	5	16	2	4	17	4	25	7	25
Gene902	6	7	5	9	2	5	18	29	38	54
Gene903	8	29	11	51	6	14	9	19	5	18
Gene904	8	1	0	2	0	0	0	0	16	6
Gene905	21	20	26	25	0	12	8	5	11	8
Gene906	0	12	0	0	3	2	22	3	0	3
Gene907	10	3	13	17	5	224	92	623	404	153
Gene908	9	8	10	10	0	0	6	67	18	16
Gene909	0	4	18	3	1	3	0	2	3	3
Gene910	2	15	14	11	1	7	11	8	18	4
Gene911	1	4	0	0	0	0	2	0	0	0
Gene912	11	26	53	6	7	50	18	43	12	9
Gene913	10	5	0	9	7	2	2	0	0	0
Gene914	0	0	0	0	0	0	1	0	1	0
Gene915	24	36	30	13	10	62	75	38	60	38
Gene916	68	87	63	123	5	12	12	22	26	20
Gene917	19	36	39	24	6	15	3	19	51	12
Gene918	5	5	1	15	8	11	9	14	7	1
Gene919	34	5	25	10	4	6	4	49	8	8
Gene920	3	10	4	0	0	34	15	1	39	12
Gene921	2	0	8	12	5	4	5	4	1	8
Gene922	49	10	45	11	9	4	3	7	10	9
Gene923	11	9	14	9	0	0	1	12	8	18
Gene924	2	1	8	6	0	19	19	13	27	20
Gene925	17	11	28	22	6	10	41	24	11	33
Gene926	9	15	30	15	0	1	1	5	0	2
Gene927	46	47	71	26	5	92	124	350	62	172
Gene928	66	53	70	52	12	85	8	26	11	23
Gene929	10	5	1	10	4	63	12	47	70	2
Gene930	8	10	13	11	9	7	14	21	9	7
Gene931	20	26	35	9	6	33	16	50	52	16
Gene932	259	258	326	248	44	202	168	271	195	95
Gene933	255	419	185	273	60	619	549	1177	636	562
Gene934	7	12	7	10	0	39	9	33	4	31
Gene935	92	12	50	17	5	193	166	156	309	189
Gene936	17	1	16	5	0	1	5	5	4	2
Gene937	0	6	2	14	0	0	1	1	14	1
Gene938	31	68	44	62	13	23	48	92	76	50
Gene939	2	25	23	14	5	11	10	1	16	6
Gene940	67	111	131	97	31	191	79	89	170	185
Gene941	103	119	22	85	28	29	17	15	43	16
Gene942	14	14	29	29	11	2	13	25	6	5
Gene943	6	9	19	17	0	9	14	7	4	0
Gene944	14	39	18	32	9	11	8	16	15	17
Gene945	1	13	6	20	0	6	13	1	5	4
Gene946	22	37	32	43	12	81	157	116	152	64
Gene947	51	38	61	40	9	81	11	55	78	50
Gene948	56	72	39	28	9	59	21	53	79	47
Gene949	9	1	12	15	0	27	14	9	7	7
Gene950	0	0	0	0	0	3	0	0	0	0
Gene951	7	12	16	18	0	44	53	65	33	50
Gene952	20	6	23	7	4	9	20	23	5	4
Gene953	120	50	44	37	25	120	203	189	153	85
Gene954	96	59	94	49	6	78	91	151	47	39
Gene955	4	4	8	7	1	7	0	5	0	30
Gene956	0	0	4	0	0	0	0	0	0	0
Gene957	1	7	0	0	0	6	16	6	5	5
Gene958	51	33	47	35	7	173	245	403	302	241
Gene959	26	24	56	38	5	153	101	66	91	18
Gene960	26	15	31	30	3	5	3	14	13	15
Gene961	106	107	97	101	28	76	85	77	42	68
Gene962	18	29	7	35	0	2	3	6	4	6
Gene963	50	90	28	19	10	224	96	196	131	140
Gene964	151	127	48	100	17	57	71	114	58	67
Gene965	20	0	1	0	0	0	1	0	0	0
Gene966	106	46	58	15	6	6	13	12	22	8
Gene967	10	13	5	9	0	0	1	48	3	12
Gene968	0	0	1	0	0	0	0	0	2	0
Gene969	19	2	8	4	0	25	12	44	6	11
Gene970	32	29	10	15	0	29	26	24	39	5
Gene971	6	2	12	1	1	10	1	2	6	1
Gene972	8	0	1	3	0	6	1	7	7	2
Gene973	564	245	118	137	52	372	437	286	563	177
Gene974	133	56	116	53	18	106	53	145	83	50
Gene975	38	20	62	27	3	101	107	79	65	32
Gene976	2	0	0	0	0	0	1	6	0	1
Gene977	63	19	45	84	8	69	62	69	55	72
Gene978	23	16	12	3	2	11	15	12	10	12
Gene979	41	23	26	26	10	21	28	18	21	24
Gene980	21	14	7	27	5	82	35	56	103	106
Gene981	0	9	5	1	0	3	26	10	4	10
Gene982	28	8	20	7	1	10	2	11	8	11
Gene983	40	17	6	5	9	5	8	12	9	7
Gene984	7	5	27	10	5	24	28	27	24	34
Gene985	695	952	513	430	162	401	395	659	545	265
Gene986	43	24	51	45	5	70	69	84	46	101
Gene987	2	5	14	1	0	0	2	0	0	0
Gene988	7	11	17	4	0	2	1	2	0	0
Gene989	5	16	7	8	0	0	0	0	0	0
Gene990	84	76	27	86	25	77	40	88	70	52
Gene991	20	7	2	5	0	1	1	8	1	4
Gene992	3	3	2	2	0	1	4	0	3	2
Gene993	13	10	9	15	3	4	1	19	18	2
Gene994	37	20	7	28	0	5	6	4	2	2
Gene995	13	8	2	2	0	1	1	0	0	0
Gene996	12	15	1	28	5	0	5	5	1	0
Gene997	4	3	12	8	0	4	5	7	4	0
Gene998	44	23	79	23	7	43	36	113	53	38
Gene999	63	57	66	86	10	54	49	87	17	40
Gene1000	1	0	2	0	3	3	3	12	7	0
Gene1001	18	7	12	24	6	56	19	11	12	11
Gene1002	31	28	22	28	8	64	49	31	35	32
Gene1003	12	47	53	19	9	10	14	14	32	23
Gene1004	4	23	19	2	0	32	21	19	1	14
Gene1005	25	17	31	10	14	78	62	123	22	31
Gene1006	98	55	47	52	13	141	157	166	191	272
Gene1007	5	14	10	12	1	38	37	66	60	88
Gene1008	156	84	44	33	22	73	128	49	38	27
Gene1009	18	14	31	24	3	62	33	68	14	60
Gene1010	146	68	209	112	12	2237	1858	3410	2281	1770
Gene1011	6	0	3	0	0	22	10	26	4	33
Gene1012	13	7	19	4	2	7	6	6	2	10
Gene1013	3	9	8	21	3	0	10	21	49	11
Gene1014	0	2	3	2	0	2	8	0	11	5
Gene1015	8	6	2	1	0	1	0	1	0	0
Gene1016	41	37	66	8	2	26	8	41	33	22
Gene1017	70	74	35	32	10	25	10	8	14	7
Gene1018	8	4	11	12	2	6	2	1	10	0
Gene1019	35	19	9	31	4	4	4	1	7	3
Gene1020	14	4	0	13	0	2	14	2	3	10
Gene1021	10	18	26	11	0	23	13	11	24	20
Gene1022	4	11	22	7	0	24	9	22	2	10
Gene1023	16	2	12	3	0	0	0	0	0	0
Gene1024	38	12	20	44	21	58	49	132	54	34
Gene1025	3	1	1	2	0	4	7	3	12	7
Gene1026	13	11	2	8	1	3	40	14	16	13
Gene1027	14	9	1	3	1	0	1	4	0	7
Gene1028	224	260	159	170	46	194	280	187	135	72
Gene1029	27	6	9	3	8	2	2	7	1	8
Gene1030	21	14	33	23	3	6	33	36	81	33
Gene1031	3	4	0	1	0	6	1	13	9	13
Gene1032	10	1	13	4	0	4	18	46	16	13
Gene1033	0	0	0	0	0	0	1	3	10	0
Gene1034	53	128	58	55	37	136	148	180	117	201
Gene1035	20	7	14	5	1	14	3	1	0	3
Gene1036	2	4	4	0	0	0	0	1	1	4
Gene1037	115	52	145	100	43	106	103	109	62	45
Gene1038	14	4	9	7	0	41	13	8	13	15
Gene1039	27	33	14	61	9	14	5	20	20	8
Gene1040	34	42	9	15	1	38	43	57	53	18
Gene1041	1	0	2	1	0	47	5	0	16	12
Gene1042	7	23	18	7	0	75	29	38	55	37
Gene1043	26	2	4	9	0	11	3	3	10	5
Gene1044	8	7	9	2	0	48	54	32	11	58
Gene1045	29	33	13	15	4	11	4	0	5	5
Gene1046	8	36	15	7	7	8	3	1	4	2
Gene1047	6	2	0	0	0	0	0	0	0	0
Gene1048	83	43	32	29	14	39	81	63	84	101
Gene1049	0	0	3	1	0	4	2	0	0	0
Gene1050	18	35	85	20	10	30	14	14	47	26
Gene1051	5	0	7	15	0	0	1	25	1	11
Gene1052	1	0	0	0	0	2	1	0	5	1
Gene1053	174	210	120	72	14	41	87	115	63	92
Gene1054	70	38	27	35	2	8	17	34	31	12
Gene1055	82	59	87	70	23	59	25	45	20	42
Gene1056	19	24	7	15	0	16	59	68	41	28
Gene1057	9	8	0	0	0	13	3	4	24	6
Gene1058	1	4	11	0	8	6	18	0	2	3
Gene1059	1	18	16	6	5	17	12	4	24	13
Gene1060	2	0	14	17	0	22	60	62	114	36
Gene1061	14	29	40	14	0	42	9	49	31	17
Gene1062	35	105	23	40	29	8	12	13	13	22
Gene1063	6	9	18	8	0	27	70	134	32	242
Gene1064	27	34	46	15	10	15	13	8	15	8
Gene1065	0	5	21	3	0	3	5	14	15	8
Gene1066	2	1	3	1	0	8	2	1	6	6
Gene1067	101	21	54	41	12	17	6	8	12	3
Gene1068	0	1	2	1	1	1	0	5	18	1
Gene1069	18	16	21	7	0	7	13	28	10	9
Gene1070	7	10	11	3	0	4	7	1	8	10
Gene1071	3	6	17	2	10	0	12	2	11	6
Gene1072	12	12	2	27	1	33	74	115	79	124
Gene1073	463	954	528	623	108	1617	908	1100	1257	1007
Gene1074	16	10	10	25	2	2	0	1	1	0
Gene1075	814	1571	2053	1296	311	198	419	502	332	270
Gene1076	24	4	2	1	0	14	7	1	4	3
Gene1077	3	0	1	2	0	0	2	0	4	0
Gene1078	7	2	7	9	0	2	1	0	10	6
Gene1079	13	3	11	8	0	37	17	73	27	38
Gene1080	19	39	70	61	0	7	8	4	1	5
Gene1081	158	173	215	141	36	98	177	165	195	125
Gene1082	7	3	10	6	1	20	13	5	18	4
Gene1083	19	23	22	19	8	3	1	3	0	2
Gene1084	22	3	15	6	1	24	5	10	39	17
Gene1085	8	9	8	10	0	6	2	4	2	2
Gene1086	7	14	1	3	0	44	29	1	6	70
Gene1087	91	123	77	95	37	42	62	106	156	68
Gene1088	35	39	48	64	1	178	83	100	154	69
Gene1089	12	10	6	10	3	7	5	5	9	4
Gene1090	41	45	37	38	11	29	5	27	27	4
Gene1091	3	2	19	12	0	3	1	0	0	0
Gene1092	3	16	2	13	2	118	5	59	100	61
Gene1093	15	34	18	22	1	28	24	37	34	11
Gene1094	5	4	5	0	0	0	1	3	3	2
Gene1095	0	2	7	0	3	1	9	2	8	0
Gene1096	1	0	2	0	0	0	0	0	3	10
Gene1097	27	15	7	6	5	56	57	53	23	110
Gene1098	32	29	12	15	9	37	13	13	31	24
Gene1099	13	17	33	6	0	104	18	39	5	17
Gene1100	2	1	1	4	0	8	10	1	3	2
Gene1101	1	1	0	1	0	1	0	0	0	0
Gene1102	55	1	7	18	0	32	69	38	9	79
Gene1103	26	8	19	25	3	7	6	2	8	8
Gene1104	176	88	75	87	40	73	29	49	79	45
Gene1105	90	72	93	44	15	23	28	17	12	21
Gene1106	17	11	34	5	5	1	3	0	43	12
Gene1107	10	1	12	7	0	1	10	14	2	26
